URL, COUNT
/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1,361
/wp-includes/js/jquery/jquery.js?ver=1.10.2,358
/js/baidu.js,318
/js/google.js,308
/wp-admin/admin-ajax.php,308
/wp-content/themes/silesia/js/jquery.cycle.all.min.js,293
/wp-content/themes/silesia/functions/js/shortcode.js,290
/wp-content/themes/silesia/js/load.js,290
/wp-includes/js/comment-reply.min.js?ver=3.6,285
/feed/,263
